Si/Al,Al/P,Si/Ge,Si/B,Na/T,K/T,OH/T,F/T,H2O/T,sda1/T,cryst_temp,cryst_time,zeo,osda,Al/Si,Al,Si,Ge/Si,Ge,B/Si,B,Na,K,OH,F,H2O,sda1
1.0773269,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,38.70968,0.0,34.63898,3.0,FAU,OSDA-free,0.9282233647001666,0.9282233647001666,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.476151,1.7179967,99.0,250.0,1.7094017,0.0,1.9993126,0.0,26.211977,0.0,63.90599,168.0,FAU,OSDA-free,0.40385259218844083,0.40385259218844083,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
4.984759,1.7179967,99.0,250.0,0.72296506,0.0,0.75759286,0.0,19.87795,0.0,130.0,2.0,FAU,OSDA-free,0.20061150398645147,0.20061150398645147,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.5,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,200.0,0.0,73.6304,24.0,FAU,OSDA-free,0.6666666666666666,0.6666666666666666,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
4.9948063,1.7179967,99.0,250.0,1.920999,0.0,1.9809422,0.0,50.0,0.0,100.0,20.0,FAU,OSDA-free,0.20020796402054672,0.20020796402054672,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
5.0,1.7179967,99.0,250.0,1.5075799,0.0,1.4168792,0.0,26.61034,0.0,100.0,5.0,FAU,OSDA-free,0.2,0.2,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
4.9975195,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,200.0,0.0,80.0,6.0,FAU,OSDA-free,0.20009926924747368,0.20009926924747368,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.585212,1.7179967,99.0,250.0,0.6832074,0.0,0.77982646,0.0,17.301107,0.0,100.0,24.0,FAU,OSDA-free,0.3868154719999753,0.3868154719999753,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.5269706,1.7179967,99.0,250.0,1.289029,0.0,1.9214052,0.0,38.541855,0.0,90.0,8.0,FAU,OSDA-free,0.39573076156881287,0.39573076156881287,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.2775106,1.7179967,99.0,250.0,1.1973333,0.0,2.4341676,0.0,29.925186,0.0,135.0,0.7344902,FAU,OSDA-free,0.4390758927752082,0.4390758927752082,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.343927,1.7179967,99.0,250.0,1.3302563,0.0,1.5814513,0.0,37.77422,0.0,100.0,24.0,FAU,OSDA-free,0.42663444723321164,0.42663444723321164,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.5,1.7179967,99.0,250.0,1.7799639,0.0,0.7849814,0.0,4.5454545,0.0,100.0,10.0,FAU,OSDA-free,0.6666666666666666,0.6666666666666666,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,200.0,0.0,100.0,8.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.0,1.7179967,99.0,250.0,1.7094017,0.0,1.1394737,0.0,41.33858,0.0,0.0,7.0,FAU,OSDA-free,1.0,1.0,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.1219875,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,120.633446,0.0,90.0,1.1192912,FAU,OSDA-free,0.8912755266881316,0.8912755266881316,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
5.1516623,1.7179967,99.0,250.0,0.0071273204,0.0,0.0,0.0,6.3842382,0.0,100.0,20.0,FAU,OSDA-free,0.19411210241789334,0.19411210241789334,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
30.590277,1.7179967,99.0,250.0,1.1227416,0.0,0.9087731,0.0,4.692118,0.0,51.981102,4.0,FAU,OSDA-free,0.03269012568928356,0.03269012568928356,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
10.0,1.7179967,99.0,250.0,1.0936449,0.0,0.8992435,0.0,4.5454545,0.0,87.47342,6.0,FAU,OSDA-free,0.1,0.1,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.1522357,1.7179967,99.0,250.0,1.7984681,0.0,0.7164046,0.0,7.165038,0.0,80.0,3.0,FAU,OSDA-free,0.4646331254518267,0.4646331254518267,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
3.9950812,1.7179967,99.0,250.0,1.4751128,0.0,2.4341676,0.0,5.0,0.0,80.0,5.0,FAU,OSDA-free,0.2503078035059713,0.2503078035059713,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
3.3208625,1.7179967,99.0,250.0,1.9025252,0.0,1.7193861,0.0,78.735085,0.0,49.891388,0.90222263,FAU,OSDA-free,0.30112658985429236,0.30112658985429236,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.0,1.7179967,99.0,250.0,1.1992525,0.0,1.4095014,0.0,30.0,0.0,80.0,0.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.0,1.7179967,99.0,250.0,1.5024287,0.0,0.766439,0.0,25.641026,0.0,130.0,24.0,FAU,OSDA-free,1.0,1.0,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.0,1.7179967,99.0,250.0,0.54652995,0.0,1.2563561,0.0,25.0,0.0,80.0,1.0,FAU,OSDA-free,1.0,1.0,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,165.00963,0.0,90.0,168.0,FAU,OSDA-free,1.0,1.0,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
400.0,0.0,99.0,250.0,1.920999,0.0,1.4051756,0.0,6.6983614,0.0,74.665596,6.0,FAU,OSDA-free,0.0001,0.0001,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.5,1.7179967,99.0,250.0,1.4414372,0.0,0.9492245,0.0,19.222956,0.0,100.0,48.0,FAU,OSDA-free,0.4,0.4,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.6380513,1.7179967,99.0,250.0,0.9665339,0.0,1.1469635,0.0,14.705882,0.0,100.0,65.0,FAU,OSDA-free,0.37906768530240487,0.37906768530240487,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
5.0,1.7179967,99.0,250.0,0.31742495,0.0,0.0,0.0,11.584997,0.0,109.90034,120.0,FAU,OSDA-free,0.2,0.2,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.0,1.7179967,99.0,250.0,0.757043,0.0,2.4341676,0.0,14.456544,0.0,100.0,24.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
3.29448,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,200.0,0.0,90.0,6.0,FAU,OSDA-free,0.303538039387096,0.303538039387096,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
3.9955723,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,200.0,0.0,56.37741,24.0,FAU,OSDA-free,0.25027703791018874,0.25027703791018874,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
5.0,1.7179967,99.0,250.0,1.6642486,0.0,0.97317004,0.0,5.0,0.0,71.314255,20.0,FAU,OSDA-free,0.2,0.2,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
5.0,1.7179967,99.0,250.0,1.0946649,0.0,1.3422409,0.0,4.282163,0.0,80.0,4.0,FAU,OSDA-free,0.2,0.2,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.5028938,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,200.0,0.0,80.0,48.0,FAU,OSDA-free,0.6653830097642295,0.6653830097642295,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.5,1.7179967,99.0,250.0,1.920999,0.0,2.2767208,0.0,200.0,0.0,80.0,65.0,FAU,OSDA-free,0.4,0.4,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.0,1.7179967,99.0,250.0,1.920999,0.41029432,1.4986022,0.0,49.442017,0.0,80.0,336.0,FAU,OSDA-free,1.0,1.0,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.5,1.7179967,99.0,250.0,0.51121825,0.0,0.5,0.0,10.0,0.0,77.270096,168.0,FAU,OSDA-free,0.4,0.4,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,200.0,0.0,59.237095,14.072622,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.0,1.7179967,99.0,250.0,1.6581272,0.0,1.4096882,0.0,31.818182,0.0,90.0,48.981525,FAU,OSDA-free,1.0,1.0,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.5,1.7179967,99.0,250.0,1.5417155,0.0,1.0,0.0,41.509434,0.0,80.0,1.0,FAU,OSDA-free,0.4,0.4,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,34.92488,0.0,80.870316,168.0,FAU,OSDA-free,1.0,1.0,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,200.0,0.0,95.0,6.0477395,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
3.0892954,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,44.117645,0.0,70.0,350.09372,FAU,OSDA-free,0.3236984070866127,0.3236984070866127,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.5,1.0,99.0,250.0,0.0,0.0,0.0,0.0,14.705882,0.0,100.0,8.0,FAU,OSDA-free,0.4,0.4,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
4.9679747,1.7179967,99.0,250.0,1.1999059,0.0,1.2984301,0.0,25.0,0.0,0.0,0.0,FAU,OSDA-free,0.20128926985075024,0.20128926985075024,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
6.4935064,1.7179967,99.0,250.0,1.8293829,0.0,1.5089796,0.0,12.5,0.0,90.0,1.0,FAU,OSDA-free,0.15400000221760002,0.15400000221760002,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
3.7711651,1.7179967,99.0,250.0,0.51910216,0.0,0.0,0.0,10.252108,0.0,100.0,144.0,FAU,OSDA-free,0.2651700398903246,0.2651700398903246,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
5.0,1.7179967,99.0,250.0,1.3106862,0.0,1.9699404,0.0,30.0,0.0,100.0,1.0,FAU,OSDA-free,0.2,0.2,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.5,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,101.65319,0.0,80.0,32.42281,FAU,OSDA-free,0.6666666666666666,0.6666666666666666,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.9635353,1.7179967,99.0,250.0,1.5604028,0.0,1.4969977,0.0,38.676,0.0,110.0,144.0,FAU,OSDA-free,0.5092854709563918,0.5092854709563918,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,80.0,0.0,FAU,OSDA-free,inf,inf,1.0,inf,inf,inf,inf,,,,,,
1.5303956,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,200.0,0.0,64.24253,24.0,FAU,OSDA-free,0.6534258200951439,0.6534258200951439,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.5,1.7179967,99.0,250.0,1.7094017,0.0,0.9009209,0.0,30.071617,0.0,80.0,12.751096,FAU,OSDA-free,0.6666666666666666,0.6666666666666666,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.5959243,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,200.0,0.0,64.464676,48.0,FAU,OSDA-free,0.6265961361701178,0.6265961361701178,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.0195519,1.7179967,99.0,250.0,1.03509,0.0,0.9309731,0.0,4.618835,0.0,80.0,1.0,FAU,OSDA-free,0.9808230458890813,0.9808230458890813,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
16.666666,1.7179967,99.0,250.0,1.458948,0.0,0.9005687,0.0,4.8076925,0.0,65.0,6.0652986,FAU,OSDA-free,0.0600000024000001,0.0600000024000001,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
10.0,1.7179967,99.0,250.0,1.0,0.0,1.2888737,0.0,3.500574,0.0,87.213356,3.73922,FAU,OSDA-free,0.1,0.1,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.0368726,1.7179967,99.0,250.0,0.5490678,0.0,0.42408475,0.0,15.0,0.0,100.0,168.0,FAU,OSDA-free,0.49094872207520485,0.49094872207520485,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.0,1.7179967,99.0,250.0,1.920999,0.0,2.4099452,0.0,200.0,0.0,65.53586,48.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.0,1.7179967,99.0,250.0,0.9951259,0.0,1.0,0.0,27.69194,0.0,100.0,24.0,FAU,OSDA-free,1.0,1.0,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
0.5,1.7179967,99.0,250.0,1.1992625,0.57594293,0.952326,0.0,20.79235,0.0,100.0,3.0,FAU,OSDA-free,2.0,2.0,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.500128,1.7179967,99.0,250.0,1.7094017,0.0,2.4341676,0.0,38.70968,0.0,100.0,0.0,FAU,OSDA-free,0.6666097826318821,0.6666097826318821,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.0511336,1.7179967,99.0,250.0,0.83518887,0.0,0.9714266,0.0,26.693872,0.0,51.822437,168.0,FAU,OSDA-free,0.4875352829284255,0.4875352829284255,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.423698,1.7179967,99.0,250.0,1.0,0.0,1.776756,0.0,20.0,0.0,90.0,4.0,FAU,OSDA-free,0.7023961542405763,0.7023961542405763,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
4.0,1.7179967,99.0,250.0,0.79590714,0.0,0.8865159,0.0,11.601547,0.0,100.0,6.0,FAU,OSDA-free,0.25,0.25,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
6.1949134,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,200.0,0.0,100.0,41.178696,FAU,OSDA-free,0.16142275693474586,0.16142275693474586,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
3.9951303,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,90.90909,0.0,70.0,6.0,FAU,OSDA-free,0.2503047272325511,0.2503047272325511,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
5.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,69.24547,0.0,65.0,12.0,FAU,OSDA-free,0.2,0.2,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.5,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,100.0,0.0,57.450905,6.0,FAU,OSDA-free,0.4,0.4,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
0.82514226,1.7179967,99.0,250.0,1.7094017,0.0,0.82655734,0.0,26.666666,0.0,65.0,24.0,FAU,OSDA-free,1.2119122343824689,1.2119122343824689,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,65.0,0.5,FAU,OSDA-free,inf,inf,1.0,inf,inf,inf,inf,,,,,,
6.218864,1.7179967,99.0,250.0,0.088948764,0.0,0.04784247,0.0,10.0,0.0,100.0,48.0,FAU,OSDA-free,0.16080107235019128,0.16080107235019128,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
400.0,1.7179967,99.0,250.0,1.4894662,0.0,0.96201193,0.0,3.0,0.0,89.702934,18.0,FAU,OSDA-free,0.0001,0.0001,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
6.5856733,1.7179967,99.0,250.0,0.6811597,0.0,0.0,0.25,28.174839,0.0,120.0,1.0,FAU,OSDA-free,0.15184476278226555,0.15184476278226555,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
3.99768,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,38.70968,0.0,100.0,0.0,FAU,OSDA-free,0.2501450841488063,0.2501450841488063,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.5,1.7179967,99.0,250.0,1.6652881,0.0,0.77495253,0.0,34.05282,0.0,90.0,2.0,FAU,OSDA-free,0.6666666666666666,0.6666666666666666,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.2217548,1.7179967,99.0,250.0,1.7094017,0.0,0.81519675,0.0,14.220126,0.0,100.0,48.0,FAU,OSDA-free,0.45009467291350064,0.45009467291350064,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.5,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,200.0,0.0,80.0,2.0,FAU,OSDA-free,0.4,0.4,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
5.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,99.100006,0.0,100.0,4.4831233,FAU,OSDA-free,0.2,0.2,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.5,1.7179967,99.0,250.0,0.8609606,0.0,1.9883077,0.0,29.380447,0.0,93.366714,168.0,FAU,OSDA-free,0.4,0.4,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.3398032,1.7179967,99.0,250.0,1.6481048,0.0,0.9688648,0.0,32.45972,0.0,90.0,168.0,FAU,OSDA-free,0.42738637164014476,0.42738637164014476,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
10.040788,1.7179967,99.0,250.0,0.0,0.0,0.0,0.0,3.0,0.0,100.0,432.0,FAU,OSDA-free,0.099593776902769,0.099593776902769,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
3.2626364,1.7179967,99.0,250.0,0.928901,0.0,1.4232043,0.0,33.15436,0.0,100.0,0.0,FAU,OSDA-free,0.3065005956532576,0.3065005956532576,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
5.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,200.0,0.0,90.0,1.0,FAU,OSDA-free,0.2,0.2,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.0,1.7179967,99.0,250.0,1.0063772,0.0,0.9558633,0.0,4.8784876,0.0,100.0,6.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
3.5878057,1.7179967,99.0,250.0,0.732761,0.0,0.9691947,0.0,24.990372,0.0,100.0,168.0,FAU,OSDA-free,0.27872189399777136,0.27872189399777136,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,200.0,0.0,56.10631,168.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.1392794,1.7179967,99.0,250.0,1.0038251,0.0,1.0284667,0.0,36.580635,0.0,100.0,8.115076,FAU,OSDA-free,0.4674471226152133,0.4674471226152133,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.3535817,1.7179967,99.0,250.0,0.9735936,0.0,0.94112974,0.0,24.986115,0.0,100.0,16.0,FAU,OSDA-free,0.42488433692359184,0.42488433692359184,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
12.370381,1.7179967,99.0,250.0,1.5968986,0.0,0.75871897,0.0,0.0,0.0,190.0,336.0,FAU,OSDA-free,0.08083825389048244,0.08083825389048244,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.1172096,1.7179967,99.0,250.0,0.9677419,0.0,1.0335366,0.0,20.0,0.0,70.0,20.0,FAU,OSDA-free,0.8950871886528723,0.8950871886528723,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.3361537,1.7179967,99.0,250.0,1.0,0.0,0.948304,0.0,14.0,0.0,0.0,0.5,FAU,OSDA-free,0.42805402743834875,0.42805402743834875,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.9526389,1.7179967,99.0,250.0,1.6308414,0.0,0.94606704,0.0,25.825037,0.0,100.0,0.0,FAU,OSDA-free,0.33868008715864306,0.33868008715864306,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.9749038,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,35.971222,0.0,80.0,168.0,FAU,OSDA-free,0.5063537778397105,0.5063537778397105,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
5.0,1.7179967,99.0,250.0,0.8381126,0.0,0.79940456,0.0,14.505968,0.0,100.0,72.0,FAU,OSDA-free,0.2,0.2,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
0.89145255,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,110.06711,0.0,0.0,168.0,FAU,OSDA-free,1.1217646974031314,1.1217646974031314,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
1.0,1.7179967,99.0,250.0,0.8254359,0.0,1.0832144,0.0,23.913044,0.0,100.0,0.0,FAU,OSDA-free,1.0,1.0,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
5.0,1.7179967,99.0,250.0,1.0,0.0,1.7777778,0.0,20.0,0.0,63.623314,0.003213552,FAU,OSDA-free,0.2,0.2,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.0,1.7179967,99.0,250.0,1.7765517,0.0,1.016693,0.0,16.146357,0.0,61.150692,168.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
5.9988003,1.7179967,99.0,250.0,1.1980178,0.0,0.8865151,0.0,4.586951,0.0,80.0,12.0,FAU,OSDA-free,0.166699998331333,0.166699998331333,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
400.0,0.0,99.0,250.0,0.0,0.0,1.2454772,0.0,64.14306,1.0818343,100.0,480.0,FAU,OSDA-free,0.0001,0.0001,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
5.0,1.7179967,99.0,250.0,0.6,0.0,0.5982796,0.0,10.0,0.0,82.24506,168.0,FAU,OSDA-free,0.2,0.2,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.4708266,1.7179967,99.0,250.0,1.0935652,0.0,1.2037268,0.0,5.0,0.0,90.0,6.0,FAU,OSDA-free,0.4047228567152385,0.4047228567152385,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
5.0,1.7179967,99.0,250.0,1.1984892,0.0,1.2544954,0.0,4.5,0.0,80.0,6.0,FAU,OSDA-free,0.2,0.2,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.0,1.7179967,99.0,250.0,1.5032938,0.0,1.0,0.0,29.850746,0.0,100.0,120.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,60.752995,491.40054,FAU,OSDA-free,inf,inf,1.0,inf,inf,inf,inf,,,,,,
2.0689228,1.7179967,99.0,250.0,1.920999,0.0,2.171937,0.0,116.01259,0.0,100.0,48.0,FAU,OSDA-free,0.4833433127615974,0.4833433127615974,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.528212,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,57.78489,0.0,100.0,72.0,FAU,OSDA-free,0.39553645026603784,0.39553645026603784,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.4647353,1.7179967,99.0,250.0,1.920999,0.0,1.3521898,0.0,50.825848,0.0,48.26983,72.0,FAU,OSDA-free,0.4057230810951586,0.4057230810951586,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
5.0,1.7179967,99.0,250.0,1.6841403,0.0,1.4346712,0.0,35.428303,0.0,110.0,168.0,FAU,OSDA-free,0.2,0.2,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
0.59538645,1.7179967,99.0,250.0,1.7156068,0.0,0.8901493,0.0,27.272728,0.0,125.0,3.0,FAU,OSDA-free,1.679581387853217,1.679581387853217,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,557.42664,FAU,OSDA-free,inf,inf,1.0,inf,inf,inf,inf,,,,,,
5.0,1.7179967,99.0,250.0,1.5165951,0.5238417,0.76,0.0,8.652182,0.0,65.0,12.0,FAU,OSDA-free,0.2,0.2,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
3.2644818,1.7179967,99.0,250.0,0.7517833,0.0,0.89999294,0.0,30.0,0.0,90.0,24.0,FAU,OSDA-free,0.30632733195204215,0.30632733195204215,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
23.568838,1.7179967,99.0,250.0,1.0541493,0.0,1.1544415,0.0,4.327143,0.0,89.89943,10.0,FAU,OSDA-free,0.042428905489528164,0.042428905489528164,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
5.0,1.7179967,99.0,250.0,1.217575,0.0,1.149089,0.0,17.331022,0.0,80.0,168.0,FAU,OSDA-free,0.2,0.2,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
0.59716797,1.7179967,99.0,250.0,1.0,0.0,0.96938175,0.0,44.992672,0.0,80.0,10.0,FAU,OSDA-free,1.6745707242134906,1.6745707242134906,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
4.0,1.7179967,99.0,250.0,1.1903859,0.0,0.5993638,0.0,13.636364,0.0,100.0,168.0,FAU,OSDA-free,0.25,0.25,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,360.1389,FAU,OSDA-free,inf,inf,1.0,inf,inf,inf,inf,,,,,,
1.0,1.7179967,99.0,250.0,1.0959626,0.0,0.8929913,0.0,15.841995,0.0,100.0,65.0,FAU,OSDA-free,1.0,1.0,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
3.8469853,1.7179967,99.0,250.0,1.920999,0.4570947,0.8,0.0,28.155779,0.0,100.0,0.0,FAU,OSDA-free,0.2599438058679351,0.2599438058679351,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.4716344,1.7179967,99.0,250.0,1.920999,0.0,2.3299928,0.0,57.995117,0.0,68.86621,168.0,FAU,OSDA-free,0.4045905818433341,0.4045905818433341,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
3.5392148,1.7179967,99.0,250.0,1.920999,0.0,0.9139141,0.0,9.803922,0.0,82.887856,24.0,FAU,OSDA-free,0.2825485472088329,0.2825485472088329,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
15.0,1.7179967,99.0,250.0,0.9657258,0.0,1.0682478,0.0,6.788858,0.0,65.0,14.0,FAU,OSDA-free,0.06666666666666667,0.06666666666666667,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
4.9356284,1.7179967,99.0,250.0,0.69776046,0.0,0.5,0.0,10.0,0.0,106.09453,336.0,FAU,OSDA-free,0.202608445968096,0.202608445968096,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
2.0,1.7179967,99.0,250.0,0.6719158,0.0,0.71996313,0.0,29.850746,0.0,80.0,168.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,,,,,,
