Si/Al,Al/P,Si/Ge,Si/B,Na/T,K/T,OH/T,F/T,H2O/T,sda1/T,cryst_temp,cryst_time,zeo,osda,Al/Si,Al,Si,Ge/Si,Ge,B/Si,B,Na,K,OH,F,H2O,sda1
1.5,1.7179967,99.0,250.0,1.2000016,0.0,0.96000004,0.0,23.400002,0.0,100.0,3.4999995,FAU,OSDA-free,0.6666666865348816,0.6666666865348816,1.0,0.0001,0.0001,0.0001,0.0001,2.0002426865021703,0.0001,1.6001920826594043,0.0001,39.00468300835295,0.0001
2.5750008,1.7179967,99.0,250.0,0.72028005,0.0,0.5762239,0.0,33.56504,0.0,50.0,168.0,FAU,OSDA-free,0.38834941387176514,0.38834941387176514,1.0,0.0001,0.0001,0.0001,0.0001,1.0001444429608637,0.0001,0.8001153722879029,0.0001,46.60671743557554,0.0001
2.3291914,1.7179967,99.0,250.0,0.9328358,0.0,0.7462687,0.0,16.138058,0.0,100.0,24.0,FAU,OSDA-free,0.42933353781700134,0.42933353781700134,1.0,0.0001,0.0001,0.0001,0.0001,1.3335200861602272,0.0001,1.066816120052285,0.0001,23.069894729870356,0.0001
10.250006,1.7179967,99.0,250.0,1.6000006,0.0,1.2800004,0.0,4.5555553,0.0,90.0,8.0,FAU,OSDA-free,0.09756091982126236,0.09756091982126236,1.0,0.0001,0.0001,0.0001,0.0001,1.7564181522031763,0.0001,1.4051344694172214,0.0001,5.000910624317663,0.0001
23.500004,1.7179967,99.0,250.0,1.0102042,0.0,0.808163,0.0,4.7959185,0.0,90.0,8.0,FAU,OSDA-free,0.04255318641662598,0.04255318641662598,1.0,0.0001,0.0001,0.0001,0.0001,1.053393644285688,0.0001,0.8427145300803641,0.0001,5.0009592608192195,0.0001
5.0,1.7179967,99.0,250.0,0.05666666,0.0,0.056666594,0.0,11.25,0.08083333,100.0,72.0,FAU,OSDA-free,0.20000000298023224,0.20000000298023224,1.0,0.0001,0.0001,0.0001,0.0001,0.06801132676576573,0.0001,0.06801124628608404,0.0001,13.502250033527613,0.09701616380761066
9.0,1.7179967,99.0,250.0,1.4500014,0.0,1.1600002,0.0,4.5,0.0,90.0,8.0,FAU,OSDA-free,0.1111111119389534,0.1111111119389534,1.0,0.0001,0.0001,0.0001,0.0001,1.611402622567615,0.0001,1.2891211177123918,0.0001,5.00090000372529,0.0001
5.0,1.7179967,99.0,250.0,0.56666666,0.0,0.0,0.03333377,11.666667,0.0,110.0,144.0,FAU,OSDA-free,0.20000000298023224,0.20000000298023224,1.0,0.0001,0.0001,0.0001,0.0001,0.6801133302529653,0.0001,0.0001,0.040007191970449,14.002333749636016,0.0001
2.5,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,94.285736,0.0,29.999996,50.0,FAU,OSDA-free,0.4000000059604645,0.4000000059604645,1.0,0.0001,0.0001,0.0001,0.0001,2.689782881456608,0.0001,3.40832152096133,0.0001,132.0188882267817,0.0001
5.0,1.7179967,99.0,250.0,0.53333336,0.0,0.53333336,0.0,7.5,0.0,120.0,336.0,FAU,OSDA-free,0.20000000298023224,0.20000000298023224,1.0,0.0001,0.0001,0.0001,0.0001,0.6401067016402882,0.0001,0.6401067016402882,0.0001,9.001500022351742,0.0001
5.7500067,1.7179967,99.0,250.0,1.920999,0.0,1.5407418,0.0,4.2592587,0.0,90.0,8.0,FAU,OSDA-free,0.17391283810138702,0.17391283810138702,1.0,0.0001,0.0001,0.0001,0.0001,2.255469646750391,0.0001,1.8090047290610547,0.0001,5.0008503757667135,0.0001
400.0,1.7179967,99.0,250.0,0.024987513,0.0,0.019989982,0.0,0.9995003,0.0,90.0,3.0,FAU,OSDA-free,0.0001,0.0001,1.0,0.0001,0.0001,0.0001,0.0001,0.02499500945340842,0.0001,0.019995979242026805,0.0001,0.9998001247406005,0.0001
6.0,1.7179967,99.0,250.0,1.920999,0.0,2.0000017,0.0,57.142853,0.0,129.5464,1.0,FAU,OSDA-free,0.1666666716337204,0.1666666716337204,1.0,0.0001,0.0001,0.0001,0.0001,2.2415497678488445,0.0001,2.3337352906862976,0.0001,66.67809043479191,0.0001
12.5,1.7179967,99.0,250.0,0.81481445,0.0,0.8148146,0.0,37.03704,0.0,100.0,8.0,FAU,OSDA-free,0.07999999821186066,0.07999999821186066,1.0,0.0001,0.0001,0.0001,0.0001,0.8801625656578282,0.0001,0.8801627588126397,0.0001,40.00741130919985,0.0001
18.000002,1.7179967,99.0,250.0,0.8947365,0.0,0.7157897,0.0,9.473683,0.0,60.0,16.0,FAU,OSDA-free,0.0555555485188961,0.0555555485188961,1.0,0.0001,0.0001,0.0001,0.0001,0.9446230543172521,0.0001,0.7556989217061034,0.0001,10.001893769315954,0.0001
1.0,1.7179967,99.0,250.0,1.3,0.0,1.0400008,0.0,20.875,0.0,90.0,20.0,FAU,OSDA-free,1.0,1.0,1.0,0.0001,0.0001,0.0001,0.0001,2.6002599046230324,0.0001,2.0802095927953723,0.0001,41.75417500000001,0.0001
2.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,115.33342,0.0,65.0,6.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,2.8818827750205993,0.0001,3.65173826880455,0.0001,173.023196383667,0.0001
5.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,144.16673,0.0,65.0,168.0,FAU,OSDA-free,0.20000000298023224,0.20000000298023224,1.0,0.0001,0.0001,0.0001,0.0001,2.3055830657035083,0.0001,2.9214879890029657,0.0001,173.02891312191107,0.0001
15.0,1.7179967,99.0,250.0,0.8250001,0.0,0.8249998,0.0,37.5,0.0,100.0,6.4999986,FAU,OSDA-free,0.06666667014360428,0.06666667014360428,1.0,0.0001,0.0001,0.0001,0.0001,0.8801651173308496,0.0001,0.8801647993798051,0.0001,40.00750013038516,0.0001
2.3999984,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,143.38235,0.0,90.0,24.0,FAU,OSDA-free,0.4166669547557831,0.4166669547557831,1.0,0.0001,0.0001,0.0001,0.0001,2.7218000742611532,0.0001,3.4488916681017585,0.0001,203.15372032097466,0.0001
1.5,1.7179967,99.0,250.0,1.3999983,0.0,1.1200001,0.0,37.2,0.0,100.0,83.99999,FAU,OSDA-free,0.6666666865348816,0.6666666865348816,1.0,0.0001,0.0001,0.0001,0.0001,2.3336105395237268,0.0001,1.8668908955733006,0.0001,62.00744201081595,0.0001
2.3999984,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,143.38235,0.0,90.0,24.0,FAU,OSDA-free,0.4166669547557831,0.4166669547557831,1.0,0.0001,0.0001,0.0001,0.0001,2.7218000742611532,0.0001,3.4488916681017585,0.0001,203.15372032097466,0.0001
8.310002,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,51.237926,0.0,80.0,24.0,FAU,OSDA-free,0.12033691257238388,0.12033691257238388,1.0,0.0001,0.0001,0.0001,0.0001,2.1525503446987844,0.0001,2.7275746735426427,0.0001,57.4139879480445,0.0001
12.5,1.7179967,99.0,250.0,0.81481445,0.0,0.8148146,0.0,37.03704,0.0,100.0,6.4999986,FAU,OSDA-free,0.07999999821186066,0.07999999821186066,1.0,0.0001,0.0001,0.0001,0.0001,0.8801625656578282,0.0001,0.8801627588126397,0.0001,40.00741130919985,0.0001
7.5,1.7179967,99.0,250.0,1.920999,0.0,1.6000001,0.0,21.176474,0.0,60.0,16.0,FAU,OSDA-free,0.13333334028720856,0.13333334028720856,1.0,0.0001,0.0001,0.0001,0.0001,2.1775164699941807,0.0001,1.8136535066127786,0.0001,24.004238875209605,0.0001
0.5,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,48.33332,0.0,100.0,168.0,FAU,OSDA-free,2.0,2.0,1.0,0.0001,0.0001,0.0001,0.0001,5.763381350231171,0.0001,7.302989704084397,0.0001,145.0096285171509,0.0001
1.994682,1.7179967,99.0,250.0,0.8880997,0.0,0.71047956,0.0,15.364121,0.0,65.0,24.0,FAU,OSDA-free,0.5013330578804016,0.5013330578804016,1.0,0.0001,0.0001,0.0001,0.0001,1.3335110138135386,0.0001,1.0668085425557974,0.0001,23.069736243053683,0.0001
4.900001,1.7179967,99.0,250.0,1.920999,0.0,1.9525417,0.0,50.0,0.0,75.0,8.0,FAU,OSDA-free,0.20408159494400024,0.20408159494400024,1.0,0.0001,0.0001,0.0001,0.0001,2.3134237999889673,0.0001,2.351410043444447,0.0001,60.21407974720001,0.0001
2.3999984,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,143.38235,0.0,90.0,24.0,FAU,OSDA-free,0.4166669547557831,0.4166669547557831,1.0,0.0001,0.0001,0.0001,0.0001,2.7218000742611532,0.0001,3.4488916681017585,0.0001,203.15372032097466,0.0001
2.994012,1.7179967,99.0,250.0,0.749625,0.0,0.59970015,0.0,16.866568,0.0,80.0,8.999997,FAU,OSDA-free,0.33399999141693115,0.33399999141693115,1.0,0.0001,0.0001,0.0001,0.0001,1.0001497048290966,0.0001,0.8001199388172137,0.0001,22.50337436275567,0.0001
1.9841264,1.7179967,99.0,250.0,1.920999,0.0,2.1276581,0.0,46.01063,0.0,65.0,168.0,FAU,OSDA-free,0.5040001273155212,0.5040001273155212,1.0,0.0001,0.0001,0.0001,0.0001,2.889567015794156,0.0001,3.20042362813221,0.0001,69.20919785234386,0.0001
2.0,1.7179967,99.0,250.0,1.6666662,0.0,1.3333341,0.0,35.333336,0.0,100.0,24.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,2.5003325583696365,0.0001,2.0002677993059157,0.0001,53.00707048187256,0.0001
2.994012,1.7179967,99.0,250.0,0.749625,0.0,0.59970015,0.0,16.866568,0.0,80.0,8.999997,FAU,OSDA-free,0.33399999141693115,0.33399999141693115,1.0,0.0001,0.0001,0.0001,0.0001,1.0001497048290966,0.0001,0.8001199388172137,0.0001,22.50337436275567,0.0001
5.0,1.7179967,99.0,250.0,1.1111119,0.0,0.8888886,0.0,19.222221,0.0,65.0,24.0,FAU,OSDA-free,0.20000000298023224,0.20000000298023224,1.0,0.0001,0.0001,0.0001,0.0001,1.333556480905747,0.0001,1.066844097354676,0.0001,23.070510150975647,0.0001
1.5151501,1.7179967,99.0,250.0,1.4096391,0.0,1.1277113,0.0,0.0,0.0,60.0,192.0,FAU,OSDA-free,0.6600006222724915,0.6600006222724915,1.0,0.0001,0.0001,0.0001,0.0001,2.3402837443728695,0.0001,1.8722269954982955,0.0001,0.0001,0.0001
4.900001,1.7179967,99.0,250.0,1.920999,0.0,1.9525417,0.0,50.0,0.0,75.0,20.0,FAU,OSDA-free,0.20408159494400024,0.20408159494400024,1.0,0.0001,0.0001,0.0001,0.0001,2.3134237999889673,0.0001,2.351410043444447,0.0001,60.21407974720001,0.0001
16.900002,1.7179967,99.0,250.0,0.56648034,0.0,0.45318434,0.0,0.0,0.0,70.0,336.0,FAU,OSDA-free,0.05917159095406532,0.05917159095406532,1.0,0.0001,0.0001,0.0001,0.0001,0.6001131775187595,0.0001,0.48009061147282167,0.0001,0.0001,0.0001
5.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,57.666656,0.0,65.0,24.0,FAU,OSDA-free,0.20000000298023224,0.20000000298023224,1.0,0.0001,0.0001,0.0001,0.0001,2.3055830657035083,0.0001,2.9214879890029657,0.0001,69.2115212961276,0.0001
5.0,1.7179967,99.0,250.0,0.9166664,0.0,0.9166665,0.0,15.0,0.0,150.0,24.0,FAU,OSDA-free,0.20000000298023224,0.20000000298023224,1.0,0.0001,0.0001,0.0001,0.0001,1.1001830022235703,0.0001,1.10018314529856,0.0001,18.003000044703484,0.0001
8.970588,1.7179967,99.0,250.0,0.7374629,0.0,0.58997047,0.0,12.758112,0.0,100.0,168.0,FAU,OSDA-free,0.11147541552782059,0.11147541552782059,1.0,0.0001,0.0001,0.0001,0.0001,0.8198193515896027,0.0001,0.6558556668025333,0.0001,14.182879407519202,0.0001
4.800001,1.7179967,99.0,250.0,0.16034485,0.0,0.12827587,0.0,7.9310336,0.0,100.0,192.0,FAU,OSDA-free,0.20833328366279602,0.20833328366279602,1.0,0.0001,0.0001,0.0001,0.0001,0.1937820929197046,0.0001,0.15502565992892428,0.0001,9.5849180931015,0.0001
5.0,1.7179967,99.0,250.0,1.6666662,0.0,1.3333341,0.0,35.83334,0.0,100.0,24.0,FAU,OSDA-free,0.20000000298023224,0.20000000298023224,1.0,0.0001,0.0001,0.0001,0.0001,2.000332718308765,0.0001,1.6002675767819108,0.0001,43.007174404124434,0.0001
0.0,1.7179967,0.0,0.0,0.9195405,0.0,0.735632,0.0,14.367817,0.0,95.0,4.0,FAU,OSDA-free,inf,inf,1.0,inf,inf,inf,inf,inf,,inf,,inf,
1.4880943,1.7179967,99.0,250.0,1.1961722,0.0,0.9569379,0.0,20.693785,0.0,65.0,168.0,FAU,OSDA-free,0.6720004081726074,0.6720004081726074,1.0,0.0001,0.0001,0.0001,0.0001,2.000239703618734,0.0001,1.6001919622368097,0.0001,34.60415524496065,0.0001
2.0030034,1.7179967,99.0,250.0,1.0,0.0,0.8,0.0,28.8,0.0,100.0,24.0,FAU,OSDA-free,0.49925029277801514,0.49925029277801514,1.0,0.0001,0.0001,0.0001,0.0001,1.4994502927780151,0.0001,1.1995602520972526,0.0001,43.18416728801705,0.0001
4.800001,1.7179967,99.0,250.0,0.15232758,0.0,0.008017306,0.0,7.9310336,0.0,100.0,192.0,FAU,OSDA-free,0.20833328366279602,0.20833328366279602,1.0,0.0001,0.0001,0.0001,0.0001,0.18409295315704832,0.0001,0.009689181407426485,0.0001,9.5849180931015,0.0001
1.5006,1.7179967,99.0,250.0,0.48007673,0.0,0.38406146,0.0,23.523767,0.0,100.0,168.0,FAU,OSDA-free,0.666400134563446,0.666400134563446,1.0,0.0001,0.0001,0.0001,0.0001,0.8000959432376162,0.0001,0.6400768737946237,0.0001,39.20471403313025,0.0001
18.000002,1.7179967,99.0,250.0,0.8947365,0.0,0.7157897,0.0,9.473683,0.0,60.0,16.0,FAU,OSDA-free,0.0555555485188961,0.0555555485188961,1.0,0.0001,0.0001,0.0001,0.0001,0.9446230543172521,0.0001,0.7556989217061034,0.0001,10.001893769315954,0.0001
7.2547154,1.7179967,99.0,250.0,1.142858,0.0,0.9142857,0.0,9.142858,0.0,100.0,24.0,FAU,OSDA-free,0.1378413885831833,0.1378413885831833,1.0,0.0001,0.0001,0.0001,0.0001,1.3006197376072781,0.0001,1.0404949896617006,0.0001,10.404950303612322,0.0001
10.0,1.7179967,99.0,250.0,1.4545461,0.0,1.1636364,0.0,4.5454545,0.0,90.0,8.0,FAU,OSDA-free,0.10000000149011612,0.10000000149011612,1.0,0.0001,0.0001,0.0001,0.0001,1.600291614721039,0.0001,1.2802328196222132,0.0001,5.000909049989961,0.0001
5.0,1.7179967,99.0,250.0,1.1111119,0.0,0.8888886,0.0,19.222221,0.0,65.0,168.0,FAU,OSDA-free,0.20000000298023224,0.20000000298023224,1.0,0.0001,0.0001,0.0001,0.0001,1.333556480905747,0.0001,1.066844097354676,0.0001,23.070510150975647,0.0001
2.3274355,1.7179967,99.0,250.0,1.920999,0.0,2.1276581,0.0,46.01063,0.0,100.0,24.0,FAU,OSDA-free,0.4296574592590332,0.4296574592590332,1.0,0.0001,0.0001,0.0001,0.0001,2.746754821072741,0.0001,3.0422478461297224,0.0001,65.7886447431143,0.0001
7.2500014,1.7179967,99.0,250.0,1.7575753,0.0,1.4060603,0.0,4.393939,0.0,90.0,8.0,FAU,OSDA-free,0.1379310041666031,0.1379310041666031,1.0,0.0001,0.0001,0.0001,0.0001,2.0003509109426463,0.0001,1.6002808644299056,0.0001,5.000878227087135,0.0001
23.500004,1.7179967,99.0,250.0,1.0102042,0.0,0.808163,0.0,4.7959185,0.0,90.0,8.0,FAU,OSDA-free,0.04255318641662598,0.04255318641662598,1.0,0.0001,0.0001,0.0001,0.0001,1.053393644285688,0.0001,0.8427145300803641,0.0001,5.0009592608192195,0.0001
12.5,1.7179967,99.0,250.0,0.81481445,0.0,0.8148146,0.0,37.03704,0.0,100.0,6.4999986,FAU,OSDA-free,0.07999999821186066,0.07999999821186066,1.0,0.0001,0.0001,0.0001,0.0001,0.8801625656578282,0.0001,0.8801627588126397,0.0001,40.00741130919985,0.0001
15.499995,1.7179967,99.0,250.0,1.030302,0.0,0.8242426,0.0,10.909092,0.0,60.0,16.0,FAU,OSDA-free,0.06451614946126938,0.06451614946126938,1.0,0.0001,0.0001,0.0001,0.0001,1.096979229040606,0.0001,0.8775843986249308,0.0001,11.615086374551062,0.0001
3.997602,1.7179967,99.0,250.0,0.47984642,0.0,0.38387716,0.0,9.357005,0.0,100.0,72.0,FAU,OSDA-free,0.2501499652862549,0.2501499652862549,1.0,0.0001,0.0001,0.0001,0.0001,0.5999759519688753,0.0001,0.47998079138576644,0.0001,11.699531026129735,0.0001
2.3999984,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,143.38235,0.0,90.0,24.0,FAU,OSDA-free,0.4166669547557831,0.4166669547557831,1.0,0.0001,0.0001,0.0001,0.0001,2.7218000742611532,0.0001,3.4488916681017585,0.0001,203.15372032097466,0.0001
5.0,1.7179967,99.0,250.0,0.0625,0.0,0.06249998,0.0,11.25,0.08083333,100.0,72.0,FAU,OSDA-free,0.20000000298023224,0.20000000298023224,1.0,0.0001,0.0001,0.0001,0.0001,0.07501250018626451,0.0001,0.07501247783079738,0.0001,13.502250033527613,0.09701616380761066
1.994682,1.7179967,99.0,250.0,0.8880997,0.0,0.71047956,0.0,15.364121,0.0,65.0,12.0,FAU,OSDA-free,0.5013330578804016,0.5013330578804016,1.0,0.0001,0.0001,0.0001,0.0001,1.3335110138135386,0.0001,1.0668085425557974,0.0001,23.069736243053683,0.0001
3.9784954,1.7179967,99.0,250.0,1.920999,0.0,1.7278657,0.0,37.365013,0.0,100.0,24.0,FAU,OSDA-free,0.2513512969017029,0.2513512969017029,1.0,0.0001,0.0001,0.0001,0.0001,2.404228852550133,0.0001,2.1625125526424025,0.0001,46.76423063228735,0.0001
2.3999984,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,143.38235,0.0,90.0,24.0,FAU,OSDA-free,0.4166669547557831,0.4166669547557831,1.0,0.0001,0.0001,0.0001,0.0001,2.7218000742611532,0.0001,3.4488916681017585,0.0001,203.15372032097466,0.0001
6.0,1.7179967,99.0,250.0,1.920999,0.0,2.0000017,0.0,57.142853,0.0,75.57958,1.0,FAU,OSDA-free,0.1666666716337204,0.1666666716337204,1.0,0.0001,0.0001,0.0001,0.0001,2.2415497678488445,0.0001,2.3337352906862976,0.0001,66.67809043479191,0.0001
1.1001104,1.7179967,99.0,250.0,1.920999,0.7831329,2.4341676,0.0,28.968046,0.0,70.0,14.0,FAU,OSDA-free,0.9089996814727783,0.9089996814727783,1.0,0.0001,0.0001,0.0001,0.0001,3.667570774637525,1.4951571037136153,4.647312051475538,0.0001,55.305784555695126,0.0001
3.2500005,1.7179967,99.0,250.0,1.5294124,0.0,1.2235304,0.0,3.8235292,0.0,90.0,8.0,FAU,OSDA-free,0.3076922595500946,0.3076922595500946,1.0,0.0001,0.0001,0.0001,0.0001,2.0003066249735992,0.0001,1.6002459548130892,0.0001,5.0007643016968455,0.0001
1.5,1.7179967,99.0,250.0,1.2000016,0.0,0.96000004,0.0,23.400002,0.0,100.0,2.5,FAU,OSDA-free,0.6666666865348816,0.6666666865348816,1.0,0.0001,0.0001,0.0001,0.0001,2.0002426865021703,0.0001,1.6001920826594043,0.0001,39.00468300835295,0.0001
10.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,90.90909,0.0,75.0,24.0,FAU,OSDA-free,0.10000000149011612,0.10000000149011612,1.0,0.0001,0.0001,0.0001,0.0001,2.1134831578269586,0.0001,2.6780712230237835,0.0001,100.01817890133424,0.0001
1.7211707,1.7179967,99.0,250.0,1.846933,0.0,1.4775472,0.0,33.206825,0.0,100.0,4.0,FAU,OSDA-free,0.5809999108314514,0.5809999108314514,1.0,0.0001,0.0001,0.0001,0.0001,2.9203703063600193,0.0001,2.3362974514478108,0.0001,52.5066291343325,0.0001
10.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,90.90909,0.0,75.0,16.0,FAU,OSDA-free,0.10000000149011612,0.10000000149011612,1.0,0.0001,0.0001,0.0001,0.0001,2.1134831578269586,0.0001,2.6780712230237835,0.0001,100.01817890133424,0.0001
5.0,1.7179967,99.0,250.0,0.0625,0.0,0.06249998,0.0,11.25,0.0,100.0,72.0,FAU,OSDA-free,0.20000000298023224,0.20000000298023224,1.0,0.0001,0.0001,0.0001,0.0001,0.07501250018626451,0.0001,0.07501247783079738,0.0001,13.502250033527613,0.0001
18.000002,1.7179967,99.0,250.0,0.8947365,0.0,0.7157897,0.0,9.473683,0.0,70.0,16.0,FAU,OSDA-free,0.0555555485188961,0.0555555485188961,1.0,0.0001,0.0001,0.0001,0.0001,0.9446230543172521,0.0001,0.7556989217061034,0.0001,10.001893769315954,0.0001
1.5,1.7179967,99.0,250.0,1.2000016,0.0,0.96000004,0.0,23.400002,0.0,100.0,4.0,FAU,OSDA-free,0.6666666865348816,0.6666666865348816,1.0,0.0001,0.0001,0.0001,0.0001,2.0002426865021703,0.0001,1.6001920826594043,0.0001,39.00468300835295,0.0001
1.5,1.7179967,99.0,250.0,1.2000016,0.0,0.96000004,0.0,23.400002,0.0,100.0,3.0,FAU,OSDA-free,0.6666666865348816,0.6666666865348816,1.0,0.0001,0.0001,0.0001,0.0001,2.0002426865021703,0.0001,1.6001920826594043,0.0001,39.00468300835295,0.0001
3.9936078,1.7179967,99.0,250.0,0.6397956,0.0,0.5118361,0.0,12.476007,0.0,100.0,24.0,FAU,OSDA-free,0.2504001557826996,0.2504001557826996,1.0,0.0001,0.0001,0.0001,0.0001,0.8001284787398447,0.0001,0.6401023208340919,0.0001,15.602496874957865,0.0001
6.0,1.7179967,99.0,250.0,0.5714285,0.0,0.4571429,0.0,11.428571,0.0,100.0,72.0,FAU,OSDA-free,0.1666666716337204,0.1666666716337204,1.0,0.0001,0.0001,0.0001,0.0001,0.6667808459253534,0.0001,0.5334248019314949,0.0001,13.335618309520536,0.0001
5.0,1.7179967,99.0,250.0,0.5,0.0,0.0,0.0,11.666666,0.0,110.0,144.0,FAU,OSDA-free,0.20000000298023224,0.20000000298023224,1.0,0.0001,0.0001,0.0001,0.0001,0.6001000014901161,0.0001,0.0001,0.0001,14.002332605036097,0.0001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,235.81308,662.31854,FAU,OSDA-free,inf,inf,1.0,inf,inf,inf,inf,,,,,inf,
7.2500014,1.7179967,99.0,250.0,1.3939389,0.0,1.1151506,0.0,4.393939,0.0,90.0,8.0,FAU,OSDA-free,0.1379310041666031,0.1379310041666031,1.0,0.0001,0.0001,0.0001,0.0001,1.5864850789115372,0.0001,1.269187439020603,0.0001,5.000878227087135,0.0001
7.0,1.7179967,99.0,250.0,0.75,0.0,0.6,0.0,15.0,0.0,50.0,394.10367,FAU,OSDA-free,0.1428571492433548,0.1428571492433548,1.0,0.0001,0.0001,0.0001,0.0001,0.8572928619325161,0.0001,0.685834316798619,0.0001,17.145857238650322,0.0001
1.7500005,1.7179967,99.0,250.0,1.2727282,0.0,1.0181823,0.0,27.272728,0.0,90.0,48.0,FAU,OSDA-free,0.5714284181594849,0.5714284181594849,1.0,0.0001,0.0001,0.0001,0.0001,2.0002558151423275,0.0001,1.6002042024673648,0.0001,42.86259431258352,0.0001
2.2499998,1.7179967,99.0,250.0,1.3846158,0.0,1.384615,0.0,20.769232,0.0,90.0,24.0,FAU,OSDA-free,0.444444477558136,0.444444477558136,1.0,0.0001,0.0001,0.0001,0.0001,2.000277538561019,0.0001,2.000276333055726,0.0001,30.004156017598568,0.0001
3.9878042,1.7179967,99.0,250.0,1.920999,0.0,1.9559902,0.0,42.29829,0.0,65.0,168.0,FAU,OSDA-free,0.2507645785808563,0.2507645785808563,1.0,0.0001,0.0001,0.0001,0.0001,2.4031017672130868,0.0001,2.446874450339668,0.0001,52.913662840641514,0.0001
18.000002,1.7179967,99.0,250.0,0.8947365,0.0,0.7157897,0.0,9.473683,0.0,60.0,16.0,FAU,OSDA-free,0.0555555485188961,0.0555555485188961,1.0,0.0001,0.0001,0.0001,0.0001,0.9446230543172521,0.0001,0.7556989217061034,0.0001,10.001893769315954,0.0001
7.5,1.7179967,99.0,250.0,1.920999,0.0,1.6000001,0.0,21.176474,0.0,60.0,16.0,FAU,OSDA-free,0.13333334028720856,0.13333334028720856,1.0,0.0001,0.0001,0.0001,0.0001,2.1775164699941807,0.0001,1.8136535066127786,0.0001,24.004238875209605,0.0001
2.0,1.7179967,99.0,250.0,1.8333344,0.0,1.4666667,0.0,31.666674,0.0,100.0,4.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,2.7503683358192443,0.0001,2.200293381023407,0.0001,47.506343825149536,0.0001
2.4999998,1.7179967,99.0,250.0,1.4285727,0.0,1.1428573,0.0,3.571428,0.0,90.0,8.0,FAU,OSDA-free,0.40000003576278687,0.40000003576278687,1.0,0.0001,0.0001,0.0001,0.0001,2.000287482234454,0.0001,1.6002288507529727,0.0001,5.000713698080589,0.0001
6.0,1.7179967,99.0,250.0,1.920999,0.0,2.0000017,0.0,57.142853,0.0,105.82481,50.0,FAU,OSDA-free,0.1666666716337204,0.1666666716337204,1.0,0.0001,0.0001,0.0001,0.0001,2.2415497678488445,0.0001,2.3337352906862976,0.0001,66.67809043479191,0.0001
12.5,1.7179967,99.0,250.0,0.81481445,0.0,0.8148146,0.0,37.03704,0.0,100.0,6.4999986,FAU,OSDA-free,0.07999999821186066,0.07999999821186066,1.0,0.0001,0.0001,0.0001,0.0001,0.8801625656578282,0.0001,0.8801627588126397,0.0001,40.00741130919985,0.0001
2.3999984,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,143.38235,0.0,90.0,24.0,FAU,OSDA-free,0.4166669547557831,0.4166669547557831,1.0,0.0001,0.0001,0.0001,0.0001,2.7218000742611532,0.0001,3.4488916681017585,0.0001,203.15372032097466,0.0001
23.500004,1.7179967,99.0,250.0,1.0102042,0.0,0.808163,0.0,4.7959185,0.0,90.0,8.0,FAU,OSDA-free,0.04255318641662598,0.04255318641662598,1.0,0.0001,0.0001,0.0001,0.0001,1.053393644285688,0.0001,0.8427145300803641,0.0001,5.0009592608192195,0.0001
2.0,1.7179967,99.0,250.0,0.53333336,0.0,0.4266667,0.0,10.4,0.0,100.0,24.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,0.8001067083954811,0.0001,0.6400853935420513,0.0001,15.602079427719117,0.0001
1.6666654,1.7179967,99.0,250.0,1.68919,0.0,1.3513523,0.0,29.22297,0.0,100.0,168.0,FAU,OSDA-free,0.6000004410743713,0.6000004410743713,1.0,0.0001,0.0001,0.0001,0.0001,2.7030426312211886,0.0001,2.162434600949721,0.0001,46.76260797159499,0.0001
20.499992,1.7179967,99.0,250.0,0.7906977,0.0,0.6325584,0.0,8.372092,0.0,60.0,16.0,FAU,OSDA-free,0.04878050461411476,0.04878050461411476,1.0,0.0001,0.0001,0.0001,0.0001,0.829426465865522,0.0001,0.663541435293681,0.0001,8.782161549943709,0.0001
7.5,1.7179967,99.0,250.0,1.920999,0.0,1.6000001,0.0,21.176474,0.0,60.0,16.0,FAU,OSDA-free,0.13333334028720856,0.13333334028720856,1.0,0.0001,0.0001,0.0001,0.0001,2.1775164699941807,0.0001,1.8136535066127786,0.0001,24.004238875209605,0.0001
