Si/Al,Al/P,Si/Ge,Si/B,Na/T,K/T,OH/T,F/T,H2O/T,sda1/T,cryst_temp,cryst_time,Al/Si,Al,Si,Ge/Si,Ge,B/Si,B,Na,Na/Si,K,K/Si,OH,OH/Si,F,F/Si,H2O,H2O/Si,sda1,sda1/Si,zeo,osda
5.2346134,1.7179967,99.0,250.0,0.25060454,0.0,0.2854251,0.0,13.333333,0.05,114.90603,336.0,0.19103607536709397,0.19103607536709397,1.0,0.0,0.0,0.0,0.0,0.2984790477907759,0.2984790477907759,0.0,0.0,0.3399515909152603,0.3399515909152603,0.0,0.0,15.880480607882559,15.880480607882559,0.0595518037683547,0.0595518037683547,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.576441,1.7179967,99.0,250.0,0.3635377,0.0,0.23433143,0.0,13.636364,0.069968775,100.0,192.0,0.15205792920517344,0.15205792920517344,1.0,0.0,0.0,0.0,0.0,0.4188164898500116,0.4188164898500116,0.0,0.0,0.2699633819934871,0.2699633819934871,0.0,0.0,15.709881271727975,15.709881271727975,0.0806080820355227,0.0806080820355227,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.0,0.0,0.20327683,0.0,12.998043,0.1,120.0,144.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2345814622707867,0.2345814622707867,0.0,0.0,14.99974165082446,14.99974165082446,0.11540000022176,0.11540000022176,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.19427249,0.060118344,0.25,0.0,13.333333,0.04966269,110.0,120.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.22419045389081868,0.22419045389081868,0.06937656910931844,0.06937656910931844,0.2885000005544,0.2885000005544,0.0,0.0,15.386666311568,15.386666311568,0.057310744370131984,0.057310744370131984,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.26765087,0.0,0.3005981,0.0,12.784291,0.050135862,100.0,240.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.30886910457354255,0.30886910457354255,0.0,0.0,0.3468902080666063,0.3468902080666063,0.0,0.0,14.753071842350444,14.753071842350444,0.05785678485918129,0.05785678485918129,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.0,1.7179967,99.0,250.0,0.21593994,0.0,0.1,0.0,14.533807,0.09262677,120.0,360.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.259127928,0.259127928,0.0,0.0,0.12,0.12,0.0,0.0,17.4405684,17.4405684,0.11115212399999999,0.11115212399999999,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
10.0,1.7179967,99.0,250.0,0.24428447,0.057842188,0.24426633,0.0,14.6563835,0.09510559,150.0,160.93008,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.26871291700000005,0.26871291700000005,0.06362640680000001,0.06362640680000001,0.268692963,0.268692963,0.0,0.0,16.122021850000003,16.122021850000003,0.10461614900000002,0.10461614900000002,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.1111112,99.0,250.0,0.0,0.0,0.0,0.0,84.864815,0.49019608,180.0,120.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.93399669819621,97.93399669819621,0.5656862774070588,0.5656862774070588,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.1276565,1.7179967,99.0,250.0,0.1960475,0.0,0.11679325,0.0,13.022453,0.091712326,100.0,266.40286,0.16319452632503145,0.16319452632503145,1.0,0.0,0.0,0.0,0.0,0.2280413788997066,0.2280413788997066,0.0,0.0,0.13585326911171097,0.13585326911171097,0.0,0.0,15.147646048924985,15.147646048924985,0.10667927559973686,0.10667927559973686,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.6,1.7179967,99.0,250.0,0.22743407,0.0,0.15806141,0.0,14.285714,0.07949936,130.0,96.0,0.15151515151515152,0.15151515151515152,1.0,0.0,0.0,0.0,0.0,0.2618937775757576,0.2618937775757576,0.0,0.0,0.18201010848484853,0.18201010848484853,0.0,0.0,16.450216121212122,16.450216121212122,0.09154471757575759,0.09154471757575759,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.999588,1.7179967,99.0,250.0,0.38145193,0.0,0.0,0.0,9.658418,0.04815524,110.0,144.0,0.16667811189701692,0.16667811189701692,1.0,0.0,0.0,0.0,0.0,0.44503161747187303,0.44503161747187303,0.0,0.0,0.0,0.0,0.0,0.0,11.26826487615216,11.26826487615216,0.056181664481147704,0.056181664481147704,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.23469998,0.0,0.13323158,0.0,12.505474,0.06869987,100.0,240.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.27084377744047067,0.27084377744047067,0.0,0.0,0.15374924361545433,0.15374924361545433,0.0,0.0,14.431317023732138,14.431317023732138,0.07927965013234883,0.07927965013234883,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
9.091,1.7179967,99.0,250.0,0.19086963,0.0,0.25,0.0,12.577716,0.082890555,110.0,144.0,0.10999890001099989,0.10999890001099989,1.0,0.0,0.0,0.0,0.0,0.21186507934550658,0.21186507934550658,0.0,0.0,0.27749972500275,0.27749972500275,0.0,0.0,13.961250924650756,13.961250924650756,0.0920084248713013,0.0920084248713013,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.0,1.7179967,99.0,250.0,0.23299427,0.0,0.22819573,0.0,17.331022,0.5703492,130.0,407.91937,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.27959312399999997,0.27959312399999997,0.0,0.0,0.273834876,0.273834876,0.0,0.0,20.7972264,20.7972264,0.68441904,0.68441904,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
8.985153,1.7179967,99.0,250.0,0.19810706,0.0,0.13384804,0.0,17.331022,0.07969975,100.0,336.0,0.11129471028484433,0.11129471028484433,1.0,0.0,0.0,0.0,0.0,0.22015532784808226,0.22015532784808226,0.0,0.0,0.14874461883399426,0.14874461883399426,0.0,0.0,19.259873072430263,19.259873072430263,0.08856991058602452,0.08856991058602452,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.29253256,0.0,0.0,0.0,10.37308,0.075,180.0,168.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.33758257488872023,0.33758257488872023,0.0,0.0,0.0,0.0,0.0,0.0,11.970534343003342,11.970534343003342,0.08655000016632,0.08655000016632,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.9985757,1.7179967,99.0,250.0,0.24995463,0.0,0.1902848,0.0,18.100046,0.09785255,110.0,384.0,0.16670623994959338,0.16670623994959338,1.0,0.0,0.0,0.0,0.0,0.29162362652529183,0.29162362652529183,0.0,0.0,0.22200646352756037,0.22200646352756037,0.0,0.0,21.117436611574675,21.117436611574675,0.11416518067997958,0.11416518067997958,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
7.0516148,1.7179967,99.0,250.0,0.28503713,0.0,0.18736123,0.0,15.0,0.0797677,140.0,144.0,0.14181148975976396,0.14181148975976396,1.0,0.0,0.0,0.0,0.0,0.32545867004214757,0.32545867004214757,0.0,0.0,0.21393120514952177,0.21393120514952177,0.0,0.0,17.12717234639646,17.12717234639646,0.09107967637170993,0.09107967637170993,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.6079454,1.7179967,99.0,250.0,0.23112682,0.0,0.086555764,0.0,15.965204,0.088205084,100.0,360.0,0.15133296954905226,0.15133296954905226,1.0,0.0,0.0,0.0,0.0,0.2661039280130293,0.2661039280130293,0.0,0.0,0.09965450479770693,0.09965450479770693,0.0,0.0,18.381265730776406,18.381265730776406,0.1015534212910436,0.1015534212910436,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
9.090925,1.7179967,99.0,250.0,0.20345329,0.0,0.2290355,0.0,13.878367,0.07899684,120.0,336.0,0.10999980750033687,0.10999980750033687,1.0,0.0,0.0,0.0,0.0,0.2258331127353102,0.2258331127353102,0.0,0.0,0.2542293609107434,0.2542293609107434,0.0,0.0,15.404984698419026,15.404984698419026,0.08768647719313491,0.08768647719313491,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.7989917,1.7179967,99.0,250.0,0.19846688,0.036808323,0.24377634,0.0,12.854695,0.04773942,116.969864,120.0,0.1470806325590896,0.1470806325590896,1.0,0.0,0.0,0.0,0.0,0.22765751425242894,0.22765751425242894,0.04222211443027928,0.04222211443027928,0.2796311182901397,0.2796311182901397,0.0,0.0,14.745371671954166,14.745371671954166,0.05476096409160405,0.05476096409160405,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.0,1.7179967,99.0,250.0,0.24578227,0.0,0.16666667,0.0,14.285714,0.083333336,120.0,120.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.294938724,0.294938724,0.0,0.0,0.20000000399999998,0.20000000399999998,0.0,0.0,17.1428568,17.1428568,0.10000000319999999,0.10000000319999999,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
7.1442823,1.7179967,99.0,250.0,0.2122261,0.0,0.1247325,0.0,16.374823,0.05841194,100.0,336.0,0.1399720724921522,0.1399720724921522,1.0,0.0,0.0,0.0,0.0,0.24193182705392677,0.24193182705392677,0.0,0.0,0.1421915665321274,0.1421915665321274,0.0,0.0,18.66684091200216,18.66684091200216,0.06658798030008725,0.06658798030008725,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
8.0,1.7179967,99.0,250.0,0.1904762,0.042838894,0.24022412,0.0,17.331022,0.110740505,150.0,144.0,0.125,0.125,1.0,0.0,0.0,0.0,0.0,0.214285725,0.214285725,0.048193755750000004,0.048193755750000004,0.270252135,0.270252135,0.0,0.0,19.49739975,19.49739975,0.124583068125,0.124583068125,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.2726071,0.0,0.0,0.0,12.563834,0.075,110.0,120.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.3145885940045335,0.3145885940045335,0.0,0.0,0.0,0.0,0.0,0.0,14.498664463861559,14.498664463861559,0.08655000016632,0.08655000016632,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.9985704,1.7179967,99.0,250.0,0.22890818,0.0,0.24235563,0.0,13.054901,0.08234583,125.0,336.0,0.16670638724186682,0.16670638724186682,1.0,0.0,0.0,0.0,0.0,0.26706863569791095,0.26706863569791095,0.0,0.0,0.2827578615050266,0.2827578615050266,0.0,0.0,15.231236381510234,15.231236381510234,0.09607340582373293,0.09607340582373293,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.9988003,1.7179967,99.0,250.0,0.2969885,0.0,0.0,0.0,14.34904,0.06669184,100.0,360.0,0.166699998331333,0.166699998331333,1.0,0.0,0.0,0.0,0.0,0.3464964824544251,0.3464964824544251,0.0,0.0,0.0,0.0,0.0,0.0,16.74102494405623,16.74102494405623,0.07780936961671353,0.07780936961671353,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
7.5823245,1.7179967,99.0,250.0,0.25,0.0,0.14416066,0.0,10.4683275,0.08018905,110.0,336.0,0.1318856770110538,0.1318856770110538,1.0,0.0,0.0,0.0,0.0,0.2829714192527635,0.2829714192527635,0.0,0.0,0.16317338624246036,0.16317338624246036,0.0,0.0,11.848949959510932,11.848949959510932,0.09076483714812325,0.09076483714812325,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.0,1.7179967,99.0,250.0,0.2662066,0.0,0.12530419,0.0,13.050329,0.089762524,110.0,120.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.31944792,0.31944792,0.0,0.0,0.150365028,0.150365028,0.0,0.0,15.660394799999999,15.660394799999999,0.10771502879999999,0.10771502879999999,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.523297,1.7179967,99.0,250.0,0.21358085,0.0,0.15737027,0.0,14.443554,0.062561035,110.0,168.0,0.1810512815081282,0.1810512815081282,1.0,0.0,0.0,0.0,0.0,0.2522499365980953,0.2522499365980953,0.0,0.0,0.18586235905478016,0.18586235905478016,0.0,0.0,17.05857796123185,17.05857796123185,0.07388779055922487,0.07388779055922487,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.999406,1.0,99.0,250.0,0.35143614,0.0,0.0,0.0,11.868732,0.083333336,110.0,144.0,0.16668316830032842,0.16668316830032842,1.0,0.0,0.0,0.0,0.0,0.4100146292704378,0.4100146292704378,0.0,0.0,0.0,0.0,0.0,0.0,13.847049853467494,13.847049853467494,0.09722360046951581,0.09722360046951581,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
9.091,1.7179967,99.0,250.0,0.22870071,0.11017661,0.28908834,0.0,14.506276,0.05,150.0,144.0,0.10999890001099989,0.10999890001099989,1.0,0.0,0.0,0.0,0.0,0.2538575365317347,0.2538575365317347,0.12229591590694093,0.12229591590694093,0.32088773940600596,0.32088773940600596,0.0,0.0,16.10195040325597,16.10195040325597,0.05549994500055,0.05549994500055,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.0,1.7179967,99.0,250.0,0.27626652,0.0,0.10035736,0.0,14.705882,0.08547009,100.0,181.59714,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.331519824,0.331519824,0.0,0.0,0.120428832,0.120428832,0.0,0.0,17.6470584,17.6470584,0.102564108,0.102564108,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.5025883,1.7179967,99.0,250.0,0.372993,0.0,0.0,0.0,12.73268,0.09006345,106.58303,96.176025,0.18173265842912506,0.18173265842912506,1.0,0.0,0.0,0.0,0.0,0.44077800946545465,0.44077800946545465,0.0,0.0,0.0,0.0,0.0,0.0,15.046623785327352,15.046623785327352,0.10643092019579858,0.10643092019579858,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
7.5,1.7179967,99.0,250.0,0.28917387,0.0,0.19008133,0.0,12.349158,0.0667254,100.47492,168.0,0.13333333333333333,0.13333333333333333,1.0,0.0,0.0,0.0,0.0,0.327730386,0.327730386,0.0,0.0,0.21542550733333332,0.21542550733333332,0.0,0.0,13.995712399999999,13.995712399999999,0.07562212,0.07562212,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
0.25,1.0,99.0,250.0,0.0,0.0,0.0,0.0,10.0,0.19583043,200.0,24.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.97915215,0.97915215,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
7.5,1.7179967,99.0,250.0,0.20757751,0.0,0.15793857,0.0,15.0,0.083333336,120.0,336.0,0.13333333333333333,0.13333333333333333,1.0,0.0,0.0,0.0,0.0,0.23525451133333333,0.23525451133333333,0.0,0.0,0.178997046,0.178997046,0.0,0.0,17.0,17.0,0.09444444746666665,0.09444444746666665,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
8.543838,1.7179967,99.0,250.0,0.28323925,0.0,0.10413019,0.0,13.130853,0.064589016,110.0,336.0,0.11704341772397839,0.11704341772397839,1.0,0.0,0.0,0.0,0.0,0.31639053985357635,0.31639053985357635,0.0,0.0,0.11631794332584723,0.11631794332584723,0.0,0.0,14.667732912751154,14.667732912751154,0.07214873518006872,0.07214873518006872,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
10.0,1.7179967,99.0,250.0,0.33355394,0.0,0.25,0.0,15.714438,0.1,120.0,120.0,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.36690933400000003,0.36690933400000003,0.0,0.0,0.275,0.275,0.0,0.0,17.285881800000002,17.285881800000002,0.11000000000000001,0.11000000000000001,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.27792278,0.0,0.2599083,0.0,12.5,0.09677419,116.16172,168.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.32072288873632154,0.32072288873632154,0.0,0.0,0.29993417877637263,0.29993417877637263,0.0,0.0,14.42500002772,14.42500002772,0.11167741547460644,0.11167741547460644,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
3.1974256,1.0,99.0,250.0,0.0,0.0,0.0,0.0,15.0,0.09677419,135.0,168.0,0.31275160866917434,0.31275160866917434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.691274130037616,19.691274130037616,0.12704047360015633,0.12704047360015633,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
8.0,1.7179967,99.0,250.0,0.0,0.28914535,0.38688713,0.0,15.217391,0.093987614,125.0,336.0,0.125,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32528851875000003,0.32528851875000003,0.43524802125,0.43524802125,0.0,0.0,17.119564875,17.119564875,0.10573606575,0.10573606575,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.5434475,1.7179967,99.0,250.0,0.4,0.0,0.0,0.0,13.75335,0.07808923,110.0,372.0,0.1528246386938995,0.1528246386938995,1.0,0.0,0.0,0.0,0.0,0.4611298554775598,0.4611298554775598,0.0,0.0,0.0,0.0,0.0,0.0,15.85520074458074,15.85520074458074,0.0900231883606348,0.0900231883606348,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.0,1.7179967,99.0,250.0,0.23893261,0.0,0.2524084,0.0,14.285714,0.049904577,120.0,120.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.286719132,0.286719132,0.0,0.0,0.30289007999999995,0.30289007999999995,0.0,0.0,17.1428568,17.1428568,0.0598854924,0.0598854924,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.0,0.35682878,0.0,0.0,17.868893,0.080874935,120.0,360.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4117804129113035,0.4117804129113035,0.0,0.0,0.0,0.0,20.620702561626057,20.620702561626057,0.09332967516934826,0.09332967516934826,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
7.3870225,1.7179967,99.0,250.0,0.22277008,0.0,0.25,0.0,8.785132,0.035525504,170.0,24.0,0.13537254015403366,0.13537254015403366,1.0,0.0,0.0,0.0,0.0,0.2529270315999173,0.2529270315999173,0.0,0.0,0.28384313503850844,0.28384313503850844,0.0,0.0,9.974397634428488,9.974397634428488,0.04033468171673229,0.04033468171673229,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.0,1.7179967,99.0,250.0,0.0,0.0,0.0,0.0,14.0,0.09677419,110.0,144.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,16.8,0.116129028,0.116129028,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.0,1.7179967,99.0,250.0,0.33301854,0.0,0.0,0.0,12.5,0.057789743,120.0,120.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.39962224799999996,0.39962224799999996,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0693476916,0.0693476916,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.9986634,1.7179967,99.0,250.0,0.26305735,0.0,0.29161206,0.0,13.518479,0.09677419,110.0,336.0,0.16670380271711863,0.16670380271711863,1.0,0.0,0.0,0.0,0.0,0.306910010577688,0.306910010577688,0.0,0.0,0.3402248993201726,0.3402248993201726,0.0,0.0,15.77206085625151,15.77206085625151,0.11290681547786895,0.11290681547786895,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.473458,1.7179967,99.0,250.0,0.0,0.0,0.38517115,0.0,15.217391,0.6924988,130.0,124.13981,0.15447694261706804,0.15447694261706804,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44467121163630013,0.44467121163630013,0.0,0.0,17.568127036288487,17.568127036288487,0.7994738973899884,0.7994738973899884,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
9.053532,1.7179967,99.0,250.0,0.3177184,0.0,0.0,0.0,12.5,0.042966463,120.0,222.00035,0.11045412994619117,0.11045412994619117,1.0,0.0,0.0,0.0,0.0,0.352811709439896,0.352811709439896,0.0,0.0,0.0,0.0,0.0,0.0,13.88067662432739,13.88067662432739,0.04771228628753022,0.04771228628753022,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
10.0,1.7179967,99.0,250.0,0.19139645,0.09675812,0.22516091,0.0,14.423077,0.09572091,150.0,120.0,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.210536095,0.210536095,0.10643393200000001,0.10643393200000001,0.247677001,0.247677001,0.0,0.0,15.8653847,15.8653847,0.10529300100000001,0.10529300100000001,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.20336945,0.0,0.0,0.0,14.614346,0.00053138955,130.0,72.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.2346883457509921,0.2346883457509921,0.0,0.0,0.0,0.0,0.0,0.0,16.864955316408775,16.864955316408775,0.0006132235418784095,0.0006132235418784095,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.0,1.7179967,99.0,250.0,0.27301586,0.0,0.28606874,0.0,13.322919,0.075,112.33183,360.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.327619032,0.327619032,0.0,0.0,0.343282488,0.343282488,0.0,0.0,15.9875028,15.9875028,0.09,0.09,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.596276,1.7179967,99.0,250.0,0.19354838,0.0,0.19183329,0.0,17.328354,0.125,100.0,336.0,0.15160069105659013,0.15160069105659013,1.0,0.0,0.0,0.0,0.0,0.2228904481608835,0.2228904481608835,0.0,0.0,0.22091534933165924,0.22091534933165924,0.0,0.0,19.95534444127323,19.95534444127323,0.14395008638207377,0.14395008638207377,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
8.938479,1.7179967,99.0,250.0,0.18566763,0.0,0.15905915,0.0,18.82353,0.06993722,110.0,372.85083,0.11187585717883324,0.11187585717883324,1.0,0.0,0.0,0.0,0.0,0.20643935525661244,0.20643935525661244,0.0,0.0,0.17685402874838663,0.17685402874838663,0.0,0.0,20.929428553881483,20.929428553881483,0.07776150643620464,0.07776150643620464,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
10.0,1.7179967,99.0,250.0,0.28847858,0.09484725,0.0,0.0,11.909167,0.062555425,100.0,336.0,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.317326438,0.317326438,0.10433197500000001,0.10433197500000001,0.0,0.0,0.0,0.0,13.1000837,13.1000837,0.0688109675,0.0688109675,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
0.375,1.0,99.0,250.0,0.0,0.0,0.0,0.0,20.430632,0.33333334,200.0,120.0,2.6666666666666665,2.6666666666666665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.91231733333333,74.91231733333333,1.2222222466666666,1.2222222466666666,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.0,1.7179967,99.0,250.0,0.22138968,0.0,0.28220186,0.0,11.856695,0.0625,100.0,240.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.265667616,0.265667616,0.0,0.0,0.33864223200000004,0.33864223200000004,0.0,0.0,14.228034,14.228034,0.075,0.075,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.129688,1.7179967,99.0,250.0,0.39221823,0.0,0.0,0.0,13.636364,0.05982974,110.0,126.209,0.16314044042698422,0.16314044042698422,1.0,0.0,0.0,0.0,0.0,0.4562048847856922,0.4562048847856922,0.0,0.0,0.0,0.0,0.0,0.0,15.861006428782673,15.861006428782673,0.06959039013423196,0.06959039013423196,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
7.3936048,1.7179967,99.0,250.0,0.37361363,0.0,0.0,0.0,14.0123415,0.075,110.0,336.0,0.1352520221259324,0.1352520221259324,1.0,0.0,0.0,0.0,0.0,0.42414562895130986,0.42414562895130986,0.0,0.0,0.0,0.0,0.0,0.0,15.90753902259412,15.90753902259412,0.08514390165944492,0.08514390165944492,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
7.6163445,1.7179967,99.0,250.0,0.16420844,0.18194243,0.2,0.0,14.285714,0.050629817,110.0,168.0,0.1312965819757759,0.1312965819757759,1.0,0.0,0.0,0.0,0.0,0.18576844690357427,0.18576844690357427,0.20583084917536684,0.20583084917536684,0.22625931639515517,0.22625931639515517,0.0,0.0,16.161379419283488,16.161379419283488,0.05727733891815903,0.05727733891815903,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.825748,1.7179967,99.0,250.0,0.32801583,0.0,0.1869171,0.0,17.5,0.0939588,105.9488,336.0,0.14650409010118745,0.14650409010118745,1.0,0.0,0.0,0.0,0.0,0.3760714907129358,0.3760714907129358,0.0,0.0,0.21430121965985266,0.21430121965985266,0.0,0.0,20.063821576770778,20.063821576770778,0.10772414850099944,0.10772414850099944,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.4587245,1.7179967,99.0,250.0,0.26193562,0.0,0.24750401,0.0,15.0,0.49875313,120.0,120.0,0.18319297850624264,0.18319297850624264,1.0,0.0,0.0,0.0,0.0,0.30992038640467934,0.30992038640467934,0.0,0.0,0.2928450067841389,0.2928450067841389,0.0,0.0,17.747894677593642,17.747894677593642,0.5901212014240113,0.5901212014240113,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.680533,1.7179967,99.0,250.0,0.0,0.0,0.0,0.0,79.71412,0.116203554,190.0,144.0,0.1496886550818625,0.1496886550818625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.6464194138342,91.6464194138342,0.1335979077139926,0.1335979077139926,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.472515,1.7179967,99.0,250.0,0.2276746,0.0,0.15722719,0.0,10.40289,0.083333336,120.0,144.0,0.15449944882321634,0.15449944882321634,1.0,0.0,0.0,0.0,0.0,0.26285020021104627,0.26285020021104627,0.0,0.0,0.18151870419502308,0.18151870419502308,0.0,0.0,12.010130771168548,12.010130771168548,0.09620829048059988,0.09620829048059988,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
10.0,1.7179967,99.0,250.0,0.0,0.20213845,0.5884236,0.0,23.205091,0.13177145,150.0,360.0,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222352295,0.222352295,0.6472659600000001,0.6472659600000001,0.0,0.0,25.525600100000002,25.525600100000002,0.144948595,0.144948595,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
